17758 17758 126150
1 1 0.08320877
2 1 -4.084506e-06
3 1 -5.013564e-06
2851 1 -0.001096553
2852 1 0.00086783472
2855 1 -0.04464286
12641 1 -6.780002e-05
12642 1 -6.779554e-05
12644 1 -0.03810976
1 2 -4.084506e-06
2 2 0.22460379
5 2 0      
11 2 0      
17 2 0      
24 2 0      
28 2 0      
34 2 0      
39 2 0      
45 2 0      
49 2 0      
55 2 0      
60 2 0      
66 2 0      
70 2 0      
76 2 0      
81 2 0      
87 2 0      
91 2 0      
97 2 0      
102 2 0      
108 2 0      
112 2 0      
118 2 0      
123 2 0      
129 2 0      
133 2 0      
139 2 0      
144 2 0      
150 2 0      
154 2 0      
160 2 0      
165 2 0      
171 2 0      
175 2 0      
177 2 -1.456361e-06
178 2 -2.565371e-06
179 2 -9.960169e-07
180 2 -1.288963e-06
181 2 -1.288963e-06
182 2 -9.960169e-07
183 2 -2.565371e-06
184 2 -1.456361e-06
185 2 -1.456361e-06
186 2 -2.565371e-06
187 2 -9.960169e-07
188 2 -1.288963e-06
189 2 -1.288963e-06
190 2 -9.960169e-07
191 2 -2.565371e-06
192 2 -1.456361e-06
193 2 -1.456361e-06
194 2 -2.565371e-06
195 2 -9.960169e-07
196 2 -1.288963e-06
197 2 -1.288963e-06
198 2 -9.960169e-07
199 2 -2.565371e-06
200 2 -1.456361e-06
201 2 -1.456361e-06
202 2 -2.565371e-06
203 2 -9.960169e-07
204 2 -1.288963e-06
205 2 -1.288963e-06
206 2 -9.960169e-07
207 2 -2.565371e-06
208 2 -1.456361e-06
209 2 -1.456361e-06
210 2 -2.565371e-06
211 2 -9.960169e-07
212 2 -1.288963e-06
213 2 -1.288963e-06
214 2 -9.960169e-07
215 2 -2.565371e-06
216 2 -1.456361e-06
217 2 -1.456361e-06
218 2 -2.565371e-06
219 2 -9.960169e-07
220 2 -1.288963e-06
221 2 -1.288963e-06
222 2 -9.960169e-07
223 2 -2.565371e-06
224 2 -1.456361e-06
225 2 -1.456361e-06
226 2 -2.565371e-06
227 2 -9.960169e-07
228 2 -1.288963e-06
229 2 -1.288963e-06
230 2 -9.960169e-07
231 2 -2.565371e-06
232 2 -1.456361e-06
233 2 -1.456361e-06
234 2 -2.565371e-06
235 2 -9.960169e-07
236 2 -1.288963e-06
237 2 -1.288963e-06
238 2 -9.960169e-07
239 2 -2.565371e-06
240 2 -1.456361e-06
2290 2 0      
2293 2 0      
2295 2 0      
2296 2 0      
2301 2 0      
2309 2 0      
2315 2 0      
2319 2 0      
