3564 3564 22316
1 1 -3327  
2 1 3325.6 
34 1 0.824963
199 1 0.824963
1 2 3325.6 
2 2 -6653  
3 2 3325.6 
35 2 0.824963
200 2 0.824963
2 3 3325.6 
3 3 -3327  
36 3 0.824963
201 3 0.824963
4 4 -3327  
5 4 3325.6 
37 4 0.824963
202 4 0.824963
4 5 3325.6 
5 5 -6653  
6 5 3325.6 
38 5 0.824963
203 5 0.824963
5 6 3325.6 
6 6 -6653  
7 6 3325.6 
39 6 0.824963
204 6 0.824963
6 7 3325.6 
7 7 -6653  
8 7 3325.6 
40 7 0.824963
205 7 0.824963
7 8 3325.6 
8 8 -6653  
9 8 3325.6 
41 8 0.824963
206 8 0.824963
8 9 3325.6 
9 9 -6653  
10 9 3325.6 
42 9 0.824963
207 9 0.824963
9 10 3325.6 
10 10 -6653  
11 10 3325.6 
43 10 0.824963
208 10 0.824963
10 11 3325.6 
11 11 -6653  
12 11 3325.6 
44 11 0.824963
209 11 0.824963
11 12 3325.6 
12 12 -6653  
13 12 3325.6 
45 12 0.824963
210 12 0.824963
12 13 3325.6 
13 13 -6653  
14 13 3325.6 
46 13 0.824963
211 13 0.824963
13 14 3325.6 
14 14 -6653  
15 14 3325.6 
47 14 0.824963
212 14 0.824963
14 15 3325.6 
15 15 -6653  
16 15 3325.6 
48 15 0.824963
213 15 0.824963
15 16 3325.6 
16 16 -3327  
49 16 0.824963
214 16 0.824963
17 17 -3327  
18 17 3325.6 
50 17 0.824963
215 17 0.824963
17 18 3325.6 
18 18 -6653  
19 18 3325.6 
51 18 0.824963
216 18 0.824963
18 19 3325.6 
19 19 -6653  
20 19 3325.6 
52 19 0.824963
217 19 0.824963
19 20 3325.6 
20 20 -6653  
21 20 3325.6 
53 20 0.824963
218 20 0.824963
20 21 3325.6 
21 21 -6653  
22 21 3325.6 
54 21 0.824963
219 21 0.824963
21 22 3325.6 
22 22 -6653  
23 22 3325.6 
55 22 0.824963
220 22 0.824963
22 23 3325.6 
23 23 -6653  
24 23 3325.6 
56 23 0.824963
221 23 0.824963
23 24 3325.6 
24 24 -6653  
25 24 3325.6 
57 24 0.824963
222 24 0.824963
24 25 3325.6 
25 25 -6653  
26 25 3325.6 
58 25 0.824963
223 25 0.824963
25 26 3325.6 
26 26 -6653  
27 26 3325.6 
59 26 0.824963
224 26 0.824963
26 27 3325.6 
27 27 -6653  
28 27 3325.6 
60 27 0.824963
225 27 0.824963
27 28 3325.6 
28 28 -6653  
29 28 3325.6 
61 28 0.824963
226 28 0.824963
28 29 3325.6 
29 29 -6653  
30 29 3325.6 
62 29 0.824963
227 29 0.824963
29 30 3325.6 
30 30 -6653  
31 30 3325.6 
63 30 0.824963
228 30 0.824963
30 31 3325.6 
31 31 -6653  
32 31 3325.6 
64 31 0.824963
229 31 0.824963
31 32 3325.6 
32 32 -6653  
33 32 3325.6 
65 32 0.824963
230 32 0.824963
32 33 3325.6 
33 33 -3327  
66 33 0.824963
231 33 0.824963
1 34 0.824963
34 34 -3328  
35 34 3325.6 
67 34 0.824963
232 34 0.824963
2 35 0.824963
